Time,Head,Head_aim,Head_desired
19.260000,0.045906,0.043930,0.000000
19.270000,0.045798,0.043822,0.000000
19.280000,0.045689,0.043714,0.000000
19.290000,0.045581,0.043607,0.000000
19.300000,0.045473,0.043499,0.000000
19.310000,0.045365,0.043391,0.000000
19.320000,0.045258,0.043284,0.000000
19.330000,0.045150,0.043177,0.000000
19.340000,0.045043,0.043070,0.000000
19.350000,0.044935,0.042963,0.000000
19.360000,0.044828,0.042856,0.000000
19.370000,0.044721,0.042750,0.000000
19.380000,0.044614,0.042643,0.000000
19.390000,0.044507,0.042537,0.000000
19.400000,0.044400,0.042430,0.000000
19.410000,0.044294,0.042324,0.000000
19.420000,0.044187,0.042218,0.000000
19.430000,0.044081,0.042112,0.000000
19.440000,0.043974,0.042007,0.000000
19.450000,0.043868,0.041901,0.000000
19.460000,0.043762,0.041796,0.000000
19.470000,0.043656,0.041690,0.000000
19.480000,0.043551,0.041585,0.000000
19.490000,0.043445,0.041480,0.000000
19.500000,0.043339,0.041375,0.000000
19.510000,0.043234,0.041270,0.000000
19.520000,0.043129,0.041166,0.000000
19.530000,0.043023,0.041061,0.000000
19.540000,0.042919,0.040957,0.000000
19.550000,0.042814,0.040852,0.000000
19.560000,0.042709,0.040748,0.000000
19.570000,0.042604,0.040644,0.000000
19.580000,0.042499,0.040540,0.000000
19.590000,0.042395,0.040437,0.000000
19.600000,0.042291,0.040333,0.000000
19.610000,0.042187,0.040230,0.000000
19.620000,0.042083,0.040126,0.000000
19.630000,0.041979,0.040023,0.000000
19.640000,0.041875,0.039920,0.000000
19.650000,0.041771,0.039817,0.000000
19.660000,0.041668,0.039715,0.000000
19.670000,0.041564,0.039612,0.000000
19.680000,0.041461,0.039510,0.000000
19.690000,0.041358,0.039407,0.000000
19.700000,0.041255,0.039305,0.000000
19.710000,0.041152,0.039203,0.000000
19.720000,0.041049,0.039101,0.000000
19.730000,0.040947,0.038999,0.000000
19.740000,0.040844,0.038898,0.000000
19.750000,0.040742,0.038796,0.000000
19.760000,0.040640,0.038695,0.000000
19.770000,0.040538,0.038594,0.000000
19.780000,0.040436,0.038493,0.000000
19.790000,0.040334,0.038392,0.000000
19.800000,0.040232,0.038291,0.000000
19.810000,0.040131,0.038190,0.000000
19.820000,0.040029,0.038090,0.000000
19.830000,0.039928,0.037989,0.000000
19.840000,0.039827,0.037889,0.000000
19.850000,0.039726,0.037789,0.000000
19.860000,0.039624,0.037689,0.000000
19.870000,0.039524,0.037589,0.000000
19.880000,0.039423,0.037490,0.000000
19.890000,0.039323,0.037390,0.000000
19.900000,0.039222,0.037291,0.000000
19.910000,0.039122,0.037192,0.000000
19.920000,0.039022,0.037093,0.000000
19.930000,0.038922,0.036994,0.000000
19.940000,0.038822,0.036895,0.000000
19.950000,0.038723,0.036796,0.000000
19.960000,0.038623,0.036698,0.000000
19.970000,0.038524,0.036600,0.000000
19.980000,0.038424,0.036502,0.000000
19.990000,0.038325,0.036403,0.000000
20.000000,0.038226,0.036306,0.000000
20.010000,0.038127,0.036208,0.000000
20.020000,0.038028,0.036110,0.000000
20.030000,0.037930,0.036013,0.000000
20.040000,0.037831,0.035916,0.000000
20.050000,0.037733,0.035818,0.000000
20.060000,0.037635,0.035721,0.000000
20.070000,0.037536,0.035625,0.000000
20.080000,0.037439,0.035528,0.000000
20.090000,0.037341,0.035431,0.000000
20.100000,0.037243,0.035335,0.000000
20.110000,0.037146,0.035239,0.000000
20.120000,0.037048,0.035143,0.000000
20.130000,0.036951,0.035047,0.000000
20.140000,0.036854,0.034951,0.000000
20.150000,0.036757,0.034855,0.000000
20.160000,0.036660,0.034760,0.000000
20.170000,0.036564,0.034664,0.000000
20.180000,0.036467,0.034569,0.000000
20.190000,0.036371,0.034474,0.000000
20.200000,0.036274,0.034379,0.000000
20.210000,0.036178,0.034285,0.000000
20.220000,0.036082,0.034190,0.000000
20.230000,0.035986,0.034096,0.000000
20.240000,0.035891,0.034001,0.000000
20.250000,0.035795,0.033907,0.000000
20.260000,0.035700,0.033813,0.000000
20.270000,0.035604,0.033719,0.000000
20.280000,0.035509,0.033626,0.000000
20.290000,0.035414,0.033532,0.000000
20.300000,0.035320,0.033439,0.000000
20.310000,0.035225,0.033346,0.000000
20.320000,0.035130,0.033253,0.000000
20.330000,0.035036,0.033160,0.000000
20.340000,0.034941,0.033067,0.000000
20.350000,0.034847,0.032974,0.000000
20.360000,0.034753,0.032882,0.000000
20.370000,0.034660,0.032790,0.000000
20.380000,0.034566,0.032698,0.000000
20.390000,0.034473,0.032606,0.000000
20.400000,0.034379,0.032514,0.000000
20.410000,0.034286,0.032422,0.000000
20.420000,0.034192,0.032331,0.000000
20.430000,0.034100,0.032239,0.000000
20.440000,0.034007,0.032148,0.000000
20.450000,0.033914,0.032057,0.000000
20.460000,0.033822,0.031966,0.000000
20.470000,0.033729,0.031876,0.000000
20.480000,0.033637,0.031785,0.000000
20.490000,0.033545,0.031695,0.000000
20.500000,0.033453,0.031604,0.000000
20.510000,0.033361,0.031514,0.000000
20.520000,0.033270,0.031424,0.000000
20.530000,0.033178,0.031335,0.000000
20.540000,0.033087,0.031245,0.000000
20.550000,0.032996,0.031156,0.000000
20.560000,0.032904,0.031066,0.000000
20.570000,0.032814,0.030977,0.000000
20.580000,0.032723,0.030888,0.000000
20.590000,0.032633,0.030800,0.000000
20.600000,0.032542,0.030711,0.000000
20.610000,0.032452,0.030623,0.000000
20.620000,0.032361,0.030534,0.000000
20.630000,0.032271,0.030446,0.000000
20.640000,0.032182,0.030358,0.000000
20.650000,0.032092,0.030270,0.000000
20.660000,0.032003,0.030183,0.000000
20.670000,0.031913,0.030095,0.000000
20.680000,0.031824,0.030008,0.000000
20.690000,0.031735,0.029921,0.000000
20.700000,0.031646,0.029834,0.000000
20.710000,0.031557,0.029747,0.000000
20.720000,0.031469,0.029660,0.000000
20.730000,0.031380,0.029574,0.000000
20.740000,0.031292,0.029487,0.000000
20.750000,0.031204,0.029401,0.000000
20.760000,0.031115,0.029315,0.000000
20.770000,0.031027,0.029229,0.000000
20.780000,0.030940,0.029143,0.000000
20.790000,0.030852,0.029058,0.000000
20.800000,0.030765,0.028972,0.000000
20.810000,0.030678,0.028887,0.000000
20.820000,0.030591,0.028802,0.000000
20.830000,0.030504,0.028717,0.000000
20.840000,0.030417,0.028633,0.000000
20.850000,0.030330,0.028548,0.000000
20.860000,0.030244,0.028464,0.000000
20.870000,0.030158,0.028379,0.000000
20.880000,0.030071,0.028295,0.000000
20.890000,0.029985,0.028211,0.000000
20.900000,0.029899,0.028128,0.000000
20.910000,0.029813,0.028044,0.000000
20.920000,0.029728,0.027961,0.000000
20.930000,0.029643,0.027878,0.000000
20.940000,0.029558,0.027794,0.000000
20.950000,0.029473,0.027712,0.000000
20.960000,0.029388,0.027629,0.000000
20.970000,0.029303,0.027546,0.000000
20.980000,0.029218,0.027464,0.000000
20.990000,0.029134,0.027382,0.000000
21.000000,0.029050,0.027300,0.000000
21.010000,0.028965,0.027218,0.000000
21.020000,0.028881,0.027136,0.000000
21.030000,0.028798,0.027054,0.000000
21.040000,0.028714,0.026973,0.000000
21.050000,0.028630,0.026892,0.000000
21.060000,0.028547,0.026811,0.000000
21.070000,0.028464,0.026730,0.000000
21.080000,0.028381,0.026649,0.000000
21.090000,0.028298,0.026568,0.000000
21.100000,0.028215,0.026488,0.000000
21.110000,0.028133,0.026408,0.000000
21.120000,0.028050,0.026328,0.000000
21.130000,0.027968,0.026248,0.000000
21.140000,0.027886,0.026168,0.000000
21.150000,0.027804,0.026089,0.000000
21.160000,0.027722,0.026009,0.000000
21.170000,0.027641,0.025930,0.000000
21.180000,0.027559,0.025851,0.000000
21.190000,0.027478,0.025772,0.000000
21.200000,0.027397,0.025693,0.000000
21.210000,0.027316,0.025615,0.000000
21.220000,0.027235,0.025536,0.000000
21.230000,0.027155,0.025458,0.000000
21.240000,0.027074,0.025380,0.000000
21.250000,0.026994,0.025302,0.000000
21.260000,0.026913,0.025225,0.000000
21.270000,0.026833,0.025147,0.000000
21.280000,0.026754,0.025070,0.000000
21.290000,0.026674,0.024993,0.000000
21.300000,0.026595,0.024915,0.000000
21.310000,0.026515,0.024839,0.000000
21.320000,0.026436,0.024762,0.000000
21.330000,0.026357,0.024685,0.000000
21.340000,0.026278,0.024609,0.000000
21.350000,0.026199,0.024533,0.000000
21.360000,0.026121,0.024457,0.000000
21.370000,0.026043,0.024381,0.000000
21.380000,0.025964,0.024305,0.000000
21.390000,0.025886,0.024230,0.000000
21.400000,0.025808,0.024155,0.000000
21.410000,0.025730,0.024079,0.000000
21.420000,0.025653,0.024004,0.000000
21.430000,0.025576,0.023930,0.000000
21.440000,0.025499,0.023855,0.000000
21.450000,0.025421,0.023781,0.000000
21.460000,0.025344,0.023706,0.000000
21.470000,0.025267,0.023632,0.000000
21.480000,0.025191,0.023558,0.000000
21.490000,0.025115,0.023484,0.000000
21.500000,0.025038,0.023411,0.000000
21.510000,0.024962,0.023337,0.000000
21.520000,0.024886,0.023264,0.000000
21.530000,0.024810,0.023191,0.000000
21.540000,0.024734,0.023118,0.000000
21.550000,0.024659,0.023045,0.000000
21.560000,0.024584,0.022973,0.000000
21.570000,0.024509,0.022900,0.000000
21.580000,0.024434,0.022828,0.000000
21.590000,0.024359,0.022756,0.000000
21.600000,0.024284,0.022684,0.000000
21.610000,0.024210,0.022612,0.000000
21.620000,0.024136,0.022541,0.000000
21.630000,0.024062,0.022469,0.000000
21.640000,0.023988,0.022398,0.000000
21.650000,0.023914,0.022327,0.000000
21.660000,0.023840,0.022256,0.000000
21.670000,0.023767,0.022185,0.000000
21.680000,0.023693,0.022115,0.000000
21.690000,0.023620,0.022044,0.000000
21.700000,0.023547,0.021974,0.000000
21.710000,0.023475,0.021904,0.000000
21.720000,0.023402,0.021834,0.000000
21.730000,0.023329,0.021765,0.000000
21.740000,0.023257,0.021695,0.000000
21.750000,0.023184,0.021626,0.000000
21.760000,0.023112,0.021556,0.000000
21.770000,0.023041,0.021487,0.000000
21.780000,0.022969,0.021419,0.000000
21.790000,0.022898,0.021350,0.000000
21.800000,0.022826,0.021281,0.000000
21.810000,0.022755,0.021213,0.000000
21.820000,0.022684,0.021145,0.000000
21.830000,0.022613,0.021077,0.000000
21.840000,0.022542,0.021009,0.000000
21.850000,0.022472,0.020941,0.000000
21.860000,0.022402,0.020874,0.000000
21.870000,0.022331,0.020807,0.000000
21.880000,0.022261,0.020740,0.000000
21.890000,0.022191,0.020673,0.000000
21.900000,0.022121,0.020606,0.000000
21.910000,0.022052,0.020539,0.000000
21.920000,0.021983,0.020473,0.000000
21.930000,0.021914,0.020406,0.000000
21.940000,0.021844,0.020340,0.000000
21.950000,0.021775,0.020274,0.000000
21.960000,0.021706,0.020208,0.000000
21.970000,0.021638,0.020143,0.000000
21.980000,0.021570,0.020077,0.000000
21.990000,0.021502,0.020012,0.000000
22.000000,0.021434,0.019947,0.000000
22.010000,0.021366,0.019882,0.000000
22.020000,0.021298,0.019817,0.000000
22.030000,0.021230,0.019753,0.000000
22.040000,0.021163,0.019688,0.000000
22.050000,0.021096,0.019624,0.000000
22.060000,0.021029,0.019560,0.000000
22.070000,0.020962,0.019496,0.000000
22.080000,0.020895,0.019432,0.000000
22.090000,0.020828,0.019369,0.000000
22.100000,0.020761,0.019305,0.000000
22.110000,0.020695,0.019242,0.000000
22.120000,0.020629,0.019179,0.000000
22.130000,0.020563,0.019116,0.000000
22.140000,0.020498,0.019053,0.000000
22.150000,0.020432,0.018990,0.000000
22.160000,0.020366,0.018928,0.000000
22.170000,0.020301,0.018866,0.000000
22.180000,0.020236,0.018804,0.000000
22.190000,0.020171,0.018742,0.000000
22.200000,0.020106,0.018680,0.000000
22.210000,0.020042,0.018618,0.000000
22.220000,0.019977,0.018557,0.000000
22.230000,0.019913,0.018496,0.000000
22.240000,0.019848,0.018435,0.000000
22.250000,0.019784,0.018374,0.000000
22.260000,0.019721,0.018313,0.000000
22.270000,0.019657,0.018252,0.000000
22.280000,0.019594,0.018192,0.000000
22.290000,0.019530,0.018132,0.000000
22.300000,0.019467,0.018072,0.000000
22.310000,0.019403,0.018012,0.000000
22.320000,0.019341,0.017952,0.000000
22.330000,0.019278,0.017892,0.000000
22.340000,0.019216,0.017833,0.000000
22.350000,0.019154,0.017774,0.000000
22.360000,0.019091,0.017715,0.000000
22.370000,0.019029,0.017656,0.000000
22.380000,0.018967,0.017597,0.000000
22.390000,0.018905,0.017538,0.000000
22.400000,0.018844,0.017480,0.000000
22.410000,0.018783,0.017422,0.000000
22.420000,0.018722,0.017363,0.000000
22.430000,0.018660,0.017305,0.000000
22.440000,0.018599,0.017248,0.000000
22.450000,0.018538,0.017190,0.000000
22.460000,0.018478,0.017133,0.000000
22.470000,0.018418,0.017075,0.000000
22.480000,0.018357,0.017018,0.000000
22.490000,0.018297,0.016961,0.000000
22.500000,0.018237,0.016904,0.000000
22.510000,0.018177,0.016848,0.000000
22.520000,0.018117,0.016791,0.000000
22.530000,0.018058,0.016735,0.000000
22.540000,0.017999,0.016679,0.000000
22.550000,0.017940,0.016623,0.000000
22.560000,0.017881,0.016567,0.000000
22.570000,0.017822,0.016511,0.000000
22.580000,0.017763,0.016456,0.000000
22.590000,0.017704,0.016400,0.000000
22.600000,0.017646,0.016345,0.000000
22.610000,0.017588,0.016290,0.000000
22.620000,0.017530,0.016235,0.000000
22.630000,0.017472,0.016181,0.000000
22.640000,0.017415,0.016126,0.000000
22.650000,0.017357,0.016072,0.000000
22.660000,0.017299,0.016018,0.000000
22.670000,0.017242,0.015963,0.000000
22.680000,0.017185,0.015910,0.000000
22.690000,0.017128,0.015856,0.000000
22.700000,0.017072,0.015802,0.000000
22.710000,0.017015,0.015749,0.000000
22.720000,0.016958,0.015695,0.000000
22.730000,0.016902,0.015642,0.000000
22.740000,0.016846,0.015589,0.000000
22.750000,0.016790,0.015537,0.000000
22.760000,0.016734,0.015484,0.000000
22.770000,0.016679,0.015431,0.000000
22.780000,0.016623,0.015379,0.000000
22.790000,0.016567,0.015327,0.000000
22.800000,0.016512,0.015275,0.000000
22.810000,0.016457,0.015223,0.000000
22.820000,0.016403,0.015171,0.000000
22.830000,0.016348,0.015120,0.000000
22.840000,0.016293,0.015069,0.000000
22.850000,0.016239,0.015017,0.000000
22.860000,0.016184,0.014966,0.000000
22.870000,0.016130,0.014915,0.000000
22.880000,0.016076,0.014865,0.000000
22.890000,0.016023,0.014814,0.000000
22.900000,0.015969,0.014763,0.000000
22.910000,0.015916,0.014713,0.000000
22.920000,0.015862,0.014663,0.000000
22.930000,0.015809,0.014613,0.000000
22.940000,0.015755,0.014563,0.000000
22.950000,0.015703,0.014513,0.000000
22.960000,0.015650,0.014464,0.000000
22.970000,0.015598,0.014415,0.000000
22.980000,0.015545,0.014365,0.000000
22.990000,0.015493,0.014316,0.000000
23.000000,0.015441,0.014267,0.000000
23.010000,0.015388,0.014219,0.000000
23.020000,0.015337,0.014170,0.000000
23.030000,0.015285,0.014122,0.000000
23.040000,0.015234,0.014073,0.000000
23.050000,0.015183,0.014025,0.000000
23.060000,0.015131,0.013977,0.000000
23.070000,0.015080,0.013929,0.000000
23.080000,0.015029,0.013881,0.000000
23.090000,0.014978,0.013834,0.000000
23.100000,0.014928,0.013786,0.000000
23.110000,0.014878,0.013739,0.000000
23.120000,0.014827,0.013692,0.000000
23.130000,0.014777,0.013645,0.000000
23.140000,0.014727,0.013598,0.000000
23.150000,0.014677,0.013552,0.000000
23.160000,0.014627,0.013505,0.000000
23.170000,0.014578,0.013459,0.000000
23.180000,0.014529,0.013413,0.000000
23.190000,0.014479,0.013366,0.000000
23.200000,0.014430,0.013321,0.000000
23.210000,0.014381,0.013275,0.000000
23.220000,0.014332,0.013229,0.000000
23.230000,0.014284,0.013184,0.000000
23.240000,0.014235,0.013138,0.000000
23.250000,0.014187,0.013093,0.000000
23.260000,0.014139,0.013048,0.000000
23.270000,0.014091,0.013003,0.000000
23.280000,0.014043,0.012958,0.000000
23.290000,0.013994,0.012914,0.000000
23.300000,0.013947,0.012869,0.000000
23.310000,0.013900,0.012825,0.000000
23.320000,0.013853,0.012781,0.000000
23.330000,0.013805,0.012737,0.000000
23.340000,0.013758,0.012693,0.000000
23.350000,0.013711,0.012649,0.000000
23.360000,0.013664,0.012605,0.000000
23.370000,0.013618,0.012562,0.000000
23.380000,0.013571,0.012519,0.000000
23.390000,0.013525,0.012475,0.000000
23.400000,0.013479,0.012432,0.000000
23.410000,0.013433,0.012390,0.000000
23.420000,0.013387,0.012347,0.000000
23.430000,0.013341,0.012304,0.000000
23.440000,0.013295,0.012262,0.000000
23.450000,0.013250,0.012219,0.000000
23.460000,0.013205,0.012177,0.000000
23.470000,0.013160,0.012135,0.000000
23.480000,0.013115,0.012093,0.000000
23.490000,0.013070,0.012051,0.000000
23.500000,0.013025,0.012010,0.000000
23.510000,0.012980,0.011968,0.000000
23.520000,0.012936,0.011927,0.000000
23.530000,0.012892,0.011886,0.000000
23.540000,0.012847,0.011845,0.000000
23.550000,0.012803,0.011804,0.000000
23.560000,0.012759,0.011763,0.000000
23.570000,0.012715,0.011722,0.000000
23.580000,0.012672,0.011682,0.000000
23.590000,0.012629,0.011641,0.000000
23.600000,0.012585,0.011601,0.000000
23.610000,0.012542,0.011561,0.000000
23.620000,0.012499,0.011521,0.000000
23.630000,0.012456,0.011481,0.000000
23.640000,0.012413,0.011441,0.000000
23.650000,0.012370,0.011402,0.000000
23.660000,0.012328,0.011362,0.000000
23.670000,0.012286,0.011323,0.000000
23.680000,0.012243,0.011284,0.000000
23.690000,0.012201,0.011245,0.000000
23.700000,0.012159,0.011206,0.000000
23.710000,0.012117,0.011167,0.000000
23.720000,0.012076,0.011128,0.000000
23.730000,0.012034,0.011090,0.000000
23.740000,0.011993,0.011051,0.000000
23.750000,0.011951,0.011013,0.000000
23.760000,0.011910,0.010975,0.000000
23.770000,0.011869,0.010937,0.000000
23.780000,0.011828,0.010899,0.000000
23.790000,0.011787,0.010861,0.000000
23.800000,0.011747,0.010824,0.000000
23.810000,0.011707,0.010786,0.000000
23.820000,0.011666,0.010749,0.000000
23.830000,0.011626,0.010711,0.000000
23.840000,0.011586,0.010674,0.000000
23.850000,0.011545,0.010637,0.000000
23.860000,0.011506,0.010600,0.000000
23.870000,0.011466,0.010564,0.000000
23.880000,0.011427,0.010527,0.000000
23.890000,0.011387,0.010491,0.000000
23.900000,0.011348,0.010454,0.000000
23.910000,0.011309,0.010418,0.000000
23.920000,0.011269,0.010382,0.000000
23.930000,0.011231,0.010346,0.000000
23.940000,0.011192,0.010310,0.000000
23.950000,0.011153,0.010275,0.000000
23.960000,0.011115,0.010239,0.000000
23.970000,0.011076,0.010204,0.000000
23.980000,0.011038,0.010168,0.000000
23.990000,0.011000,0.010133,0.000000
24.000000,0.010962,0.010098,0.000000
24.010000,0.010924,0.010063,0.000000
24.020000,0.010886,0.010028,0.000000
24.030000,0.010849,0.009993,0.000000
24.040000,0.010811,0.009959,0.000000
24.050000,0.010774,0.009924,0.000000
24.060000,0.010736,0.009890,0.000000
24.070000,0.010699,0.009856,0.000000
24.080000,0.010663,0.009822,0.000000
24.090000,0.010626,0.009788,0.000000
24.100000,0.010589,0.009754,0.000000
24.110000,0.010552,0.009720,0.000000
24.120000,0.010516,0.009686,0.000000
24.130000,0.010479,0.009653,0.000000
24.140000,0.010443,0.009619,0.000000
24.150000,0.010407,0.009586,0.000000
24.160000,0.010371,0.009553,0.000000
24.170000,0.010335,0.009520,0.000000
24.180000,0.010299,0.009487,0.000000
24.190000,0.010264,0.009454,0.000000
24.200000,0.010228,0.009421,0.000000
24.210000,0.010193,0.009389,0.000000
24.220000,0.010158,0.009356,0.000000
24.230000,0.010123,0.009324,0.000000
24.240000,0.010088,0.009292,0.000000
24.250000,0.010053,0.009260,0.000000
24.260000,0.010018,0.009228,0.000000
24.270000,0.009983,0.009196,0.000000
24.280000,0.009948,0.009164,0.000000
24.290000,0.009914,0.009132,0.000000
24.300000,0.009880,0.009101,0.000000
24.310000,0.009846,0.009069,0.000000
24.320000,0.009812,0.009038,0.000000
24.330000,0.009777,0.009007,0.000000
24.340000,0.009743,0.008976,0.000000
24.350000,0.009710,0.008945,0.000000
24.360000,0.009677,0.008914,0.000000
24.370000,0.009643,0.008883,0.000000
24.380000,0.009610,0.008853,0.000000
24.390000,0.009576,0.008822,0.000000
24.400000,0.009543,0.008792,0.000000
24.410000,0.009510,0.008761,0.000000
24.420000,0.009477,0.008731,0.000000
24.430000,0.009445,0.008701,0.000000
24.440000,0.009412,0.008671,0.000000
24.450000,0.009379,0.008641,0.000000
24.460000,0.009347,0.008611,0.000000
24.470000,0.009314,0.008582,0.000000
24.480000,0.009282,0.008552,0.000000
24.490000,0.009250,0.008523,0.000000
24.500000,0.009218,0.008493,0.000000
24.510000,0.009187,0.008464,0.000000
24.520000,0.009155,0.008435,0.000000
24.530000,0.009123,0.008406,0.000000
24.540000,0.009091,0.008377,0.000000
24.550000,0.009060,0.008348,0.000000
24.560000,0.009029,0.008320,0.000000
24.570000,0.008998,0.008291,0.000000
24.580000,0.008967,0.008263,0.000000
24.590000,0.008936,0.008234,0.000000
24.600000,0.008905,0.008206,0.000000
24.610000,0.008874,0.008178,0.000000
24.620000,0.008843,0.008150,0.000000
24.630000,0.008813,0.008122,0.000000
24.640000,0.008782,0.008094,0.000000
24.650000,0.008752,0.008066,0.000000
24.660000,0.008722,0.008039,0.000000
24.670000,0.008692,0.008011,0.000000
24.680000,0.008662,0.007984,0.000000
24.690000,0.008632,0.007956,0.000000
24.700000,0.008602,0.007929,0.000000
24.710000,0.008572,0.007902,0.000000
24.720000,0.008543,0.007875,0.000000
24.730000,0.008514,0.007848,0.000000
24.740000,0.008484,0.007821,0.000000
24.750000,0.008455,0.007794,0.000000
24.760000,0.008425,0.007767,0.000000
24.770000,0.008397,0.007741,0.000000
24.780000,0.008368,0.007714,0.000000
24.790000,0.008339,0.007688,0.000000
24.800000,0.008310,0.007662,0.000000
24.810000,0.008282,0.007636,0.000000
24.820000,0.008253,0.007610,0.000000
24.830000,0.008224,0.007584,0.000000
24.840000,0.008196,0.007558,0.000000
24.850000,0.008168,0.007532,0.000000
24.860000,0.008140,0.007506,0.000000
24.870000,0.008112,0.007481,0.000000
24.880000,0.008084,0.007455,0.000000
24.890000,0.008056,0.007430,0.000000
24.900000,0.008028,0.007405,0.000000
24.910000,0.008001,0.007379,0.000000
24.920000,0.007974,0.007354,0.000000
24.930000,0.007946,0.007329,0.000000
24.940000,0.007919,0.007304,0.000000
24.950000,0.007892,0.007279,0.000000
24.960000,0.007865,0.007255,0.000000
24.970000,0.007837,0.007230,0.000000
24.980000,0.007811,0.007206,0.000000
24.990000,0.007784,0.007181,0.000000
25.000000,0.007757,0.007157,0.000000
25.010000,0.007731,0.007132,0.000000
25.020000,0.007704,0.007108,0.000000
25.030000,0.007678,0.007084,0.000000
25.040000,0.007651,0.007060,0.000000
25.050000,0.007625,0.007036,0.000000
25.060000,0.007599,0.007012,0.000000
25.070000,0.007573,0.006989,0.000000
25.080000,0.007547,0.006965,0.000000
25.090000,0.007521,0.006942,0.000000
25.100000,0.007495,0.006918,0.000000
25.110000,0.007470,0.006895,0.000000
25.120000,0.007444,0.006871,0.000000
25.130000,0.007419,0.006848,0.000000
25.140000,0.007394,0.006825,0.000000
25.150000,0.007368,0.006802,0.000000
25.160000,0.007343,0.006779,0.000000
25.170000,0.007318,0.006756,0.000000
25.180000,0.007293,0.006733,0.000000
25.190000,0.007268,0.006711,0.000000
25.200000,0.007243,0.006688,0.000000
25.210000,0.007219,0.006666,0.000000
25.220000,0.007194,0.006643,0.000000
25.230000,0.007170,0.006621,0.000000
25.240000,0.007145,0.006599,0.000000
25.250000,0.007121,0.006576,0.000000
25.260000,0.007097,0.006554,0.000000
25.270000,0.007072,0.006532,0.000000
25.280000,0.007048,0.006510,0.000000
25.290000,0.007025,0.006489,0.000000
25.300000,0.007001,0.006467,0.000000
25.310000,0.006977,0.006445,0.000000
25.320000,0.006953,0.006424,0.000000
25.330000,0.006929,0.006402,0.000000
25.340000,0.006906,0.006381,0.000000
25.350000,0.006883,0.006359,0.000000
25.360000,0.006859,0.006338,0.000000
25.370000,0.006836,0.006317,0.000000
25.380000,0.006813,0.006296,0.000000
25.390000,0.006789,0.006275,0.000000
25.400000,0.006766,0.006254,0.000000
25.410000,0.006744,0.006233,0.000000
25.420000,0.006721,0.006212,0.000000
25.430000,0.006698,0.006191,0.000000
25.440000,0.006675,0.006171,0.000000
25.450000,0.006653,0.006150,0.000000
25.460000,0.006630,0.006130,0.000000
25.470000,0.006608,0.006109,0.000000
25.480000,0.006586,0.006089,0.000000
25.490000,0.006563,0.006069,0.000000
25.500000,0.006541,0.006049,0.000000
25.510000,0.006519,0.006029,0.000000
25.520000,0.006497,0.006009,0.000000
25.530000,0.006475,0.005989,0.000000
25.540000,0.006453,0.005969,0.000000
25.550000,0.006432,0.005949,0.000000
25.560000,0.006410,0.005929,0.000000
25.570000,0.006388,0.005910,0.000000
25.580000,0.006367,0.005890,0.000000
25.590000,0.006345,0.005871,0.000000
25.600000,0.006324,0.005851,0.000000
25.610000,0.006303,0.005832,0.000000
25.620000,0.006282,0.005813,0.000000
25.630000,0.006261,0.005793,0.000000
25.640000,0.006240,0.005774,0.000000
25.650000,0.006219,0.005755,0.000000
25.660000,0.006198,0.005736,0.000000
25.670000,0.006177,0.005717,0.000000
25.680000,0.006156,0.005699,0.000000
25.690000,0.006136,0.005680,0.000000
25.700000,0.006115,0.005661,0.000000
25.710000,0.006095,0.005643,0.000000
25.720000,0.006074,0.005624,0.000000
25.730000,0.006054,0.005606,0.000000
25.740000,0.006033,0.005587,0.000000
25.750000,0.006013,0.005569,0.000000
25.760000,0.005993,0.005551,0.000000
25.770000,0.005974,0.005532,0.000000
25.780000,0.005954,0.005514,0.000000
25.790000,0.005934,0.005496,0.000000
25.800000,0.005914,0.005478,0.000000
25.810000,0.005894,0.005460,0.000000
25.820000,0.005874,0.005443,0.000000
25.830000,0.005855,0.005425,0.000000
25.840000,0.005836,0.005407,0.000000
25.850000,0.005816,0.005389,0.000000
25.860000,0.005797,0.005372,0.000000
25.870000,0.005777,0.005354,0.000000
25.880000,0.005758,0.005337,0.000000
25.890000,0.005739,0.005320,0.000000
25.900000,0.005720,0.005302,0.000000
25.910000,0.005701,0.005285,0.000000
25.920000,0.005682,0.005268,0.000000
25.930000,0.005664,0.005251,0.000000
25.940000,0.005645,0.005234,0.000000
25.950000,0.005626,0.005217,0.000000
25.960000,0.005607,0.005200,0.000000
25.970000,0.005589,0.005183,0.000000
25.980000,0.005571,0.005166,0.000000
25.990000,0.005552,0.005150,0.000000
26.000000,0.005534,0.005133,0.000000
26.010000,0.005515,0.005116,0.000000
26.020000,0.005497,0.005100,0.000000
26.030000,0.005479,0.005083,0.000000
26.040000,0.005461,0.005067,0.000000
26.050000,0.005443,0.005051,0.000000
26.060000,0.005425,0.005034,0.000000
26.070000,0.005407,0.005018,0.000000
26.080000,0.005390,0.005002,0.000000
26.090000,0.005372,0.004986,0.000000
26.100000,0.005354,0.004970,0.000000
26.110000,0.005337,0.004954,0.000000
26.120000,0.005319,0.004938,0.000000
26.130000,0.005302,0.004922,0.000000
26.140000,0.005284,0.004907,0.000000
26.150000,0.005267,0.004891,0.000000
26.160000,0.005250,0.004875,0.000000
26.170000,0.005233,0.004860,0.000000
26.180000,0.005216,0.004844,0.000000
26.190000,0.005199,0.004829,0.000000
26.200000,0.005182,0.004813,0.000000
26.210000,0.005165,0.004798,0.000000
26.220000,0.005148,0.004783,0.000000
26.230000,0.005131,0.004767,0.000000
26.240000,0.005114,0.004752,0.000000
